hecho_id,sexo,identidad_genero,identidad_genero_otro,tr_edad,mayor_18_anios,tipo_involucrado
13947,Femenino,Mujer,No especificado,75-79,Si,victima
13947,Masculino,Varón,No especificado,75-79,Si,victima
13948,Masculino,Varón,No especificado,20-24,Si,victima
13948,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13953,Masculino,Varón,No especificado,20-24,Si,victima
13953,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13954,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13954,Femenino,Mujer,No especificado,45-49,Si,victima
13955,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13955,Femenino,Mujer,No especificado,85-89,Si,victima
13956,Masculino,Varón,No especificado,15-19,Si,victima
13956,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13957,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13957,Femenino,Mujer,No especificado,Sin determinar,Sin determinar,victima
13958,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13958,Femenino,Mujer,No especificado,15-19,Si,victima
13959,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13959,Femenino,Mujer,No especificado,30-34,Si,victima
13960,Masculino,Varón,No especificado,20-24,Si,victima
13960,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13961,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13961,Masculino,Varón,No especificado,40-44,Si,victima
13962,Masculino,Varón,No especificado,30-34,Si,victima
13962,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13968,Masculino,Varón,No especificado,25-29,Si,victima
13968,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13969,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13969,Masculino,Varón,No especificado,45-49,Si,victima
13970,Femenino,Mujer,No especificado,70-74,Si,victima
13970,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13971,Femenino,Mujer,No especificado,60-64,Si,victima
13971,Femenino,Mujer,No especificado,15-19,Si,victima
13971,Femenino,Mujer,No especificado,4 o menos,No,victima
13971,Masculino,Varón,No especificado,15-19,Si,victima
13971,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13972,Masculino,Varón,No especificado,Sin determinar,Sin determinar,victima
13972,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13973,Femenino,Mujer,No especificado,55-59,Si,victima
13973,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13974,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13974,Femenino,Mujer,No especificado,70-74,Si,victima
13975,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13975,Masculino,Varón,No especificado,55-59,Si,victima
13976,Femenino,Mujer,No especificado,65-69,Si,victima
13976,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13977,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13977,Masculino,Varón,No especificado,20-24,Si,victima
13978,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13978,Femenino,Mujer,No especificado,40-44,Si,victima
13978,Femenino,Mujer,No especificado,5-9,No,victima
13979,Masculino,Varón,No especificado,30-34,Si,victima
13979,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13980,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13980,Masculino,Varón,No especificado,25-29,Si,victima
13981,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13981,Masculino,Varón,No especificado,40-44,Si,victima
13982,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13982,Masculino,Varón,No especificado,Sin determinar,Sin determinar,victima
13983,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13983,Femenino,Mujer,No especificado,Sin determinar,Sin determinar,victima
13999,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
13999,Masculino,Varón,No especificado,15-19,Si,victima
14000,Masculino,Varón,No especificado,25-29,Si,victima
14000,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14001,Masculino,Varón,No especificado,35-39,Si,victima
14001,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14002,Masculino,Varón,No especificado,50-54,Si,victima
14002,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14003,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14003,Masculino,Varón,No especificado,20-24,Si,victima
14004,Masculino,Varón,No especificado,25-29,Si,victima
14004,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14005,Masculino,Varón,No especificado,Sin determinar,Sin determinar,victima
14005,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14006,Masculino,Varón,No especificado,20-24,Si,victima
14006,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14014,Masculino,Varón,No especificado,Sin determinar,Sin determinar,victima
14014,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14015,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14015,Masculino,Varón,No especificado,25-29,Si,victima
14016,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14016,Femenino,Mujer,No especificado,60-64,Si,victima
14017,Masculino,Varón,No especificado,30-34,Si,victima
14017,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14018,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14018,Femenino,Mujer,No especificado,50-54,Si,victima
14019,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14019,Masculino,Varón,No especificado,50-54,Si,victima
14020,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14020,Masculino,Varón,No especificado,15-19,Si,victima
14021,Femenino,Mujer,No especificado,85-89,Si,victima
14021,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14022,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14022,Masculino,Varón,No especificado,30-34,Si,victima
14044,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14044,Masculino,Varón,No especificado,20-24,Si,victima
14045,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14045,Femenino,Mujer,No especificado,40-44,Si,victima
14046,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14046,Masculino,Varón,No especificado,40-44,Si,victima
14047,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14047,Masculino,Varón,No especificado,30-34,Si,victima
14048,Masculino,Varón,No especificado,45-49,Si,victima
14048,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14049,Masculino,Varón,No especificado,25-29,Si,victima
14049,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14050,Masculino,Varón,No especificado,25-29,Si,victima
14050,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14051,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14051,Masculino,Varón,No especificado,30-34,Si,victima
14052,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14052,Masculino,Varón,No especificado,15-19,No,victima
14053,Masculino,Varón,No especificado,10-14,No,victima
14053,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14054,Masculino,Varón,No especificado,Sin determinar,Sin determinar,victima
14054,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14055,Femenino,Mujer,No especificado,Sin determinar,Sin determinar,victima
14055,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14056,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14056,Masculino,Varón,No especificado,Sin determinar,Sin determinar,victima
14059,Masculino,Varón,No especificado,Sin determinar,Sin determinar,victima
14059,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14060,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14060,Femenino,Mujer,No especificado,40-44,Si,victima
14061,Masculino,Varón,No especificado,15-19,No,victima
14061,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14062,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14062,Masculino,Varón,No especificado,Sin determinar,Sin determinar,victima
14063,Masculino,Varón,No especificado,50-54,Si,victima
14063,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14064,Masculino,Varón,No especificado,35-39,Si,victima
14064,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14066,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14066,Masculino,Varón,No especificado,55-59,Si,victima
14067,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14067,Masculino,Varón,No especificado,25-29,Si,victima
14068,Masculino,Varón,No especificado,40-44,Si,victima
14068,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14069,Femenino,Mujer trans/travesti,No especificado,35-39,Si,victima
14069,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14070,Masculino,Varón,No especificado,40-44,Si,victima
14070,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14071,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14071,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14071,Masculino,Varón,No especificado,30-34,Si,victima
14072,Femenino,Mujer,No especificado,90 y más,Si,victima
14072,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14073,Masculino,Varón,No especificado,35-39,Si,victima
14073,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14074,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14074,Masculino,Varón,No especificado,Sin determinar,Sin determinar,victima
14075,Masculino,Varón,No especificado,Sin determinar,Sin determinar,victima
14075,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14076,Masculino,Varón,No especificado,25-29,Si,victima
14076,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14077,Masculino,Varón,No especificado,50-54,Si,victima
14077,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14078,Masculino,Varón,No especificado,35-39,Si,victima
14078,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14079,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14079,Masculino,Varón,No especificado,50-54,Si,victima
14080,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14080,Masculino,Varón,No especificado,5-9,No,victima
14081,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14081,Femenino,Mujer,No especificado,50-54,Si,victima
14082,Femenino,Mujer,No especificado,55-59,Si,victima
14082,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14083,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14083,Masculino,Varón,No especificado,30-34,Si,victima
14097,Masculino,Varón,No especificado,35-39,Si,victima
14097,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14098,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14098,Masculino,Varón,No especificado,20-24,Si,victima
14098,Femenino,Mujer,No especificado,25-29,Si,victima
14099,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14099,Masculino,Varón,No especificado,30-34,Si,victima
14100,Masculino,Varón,No especificado,45-49,Si,victima
14100,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
14101,Masculino,Varón,No especificado,30-34,Si,victima
