provincia_id;provincia_nombre;localidad_id;localidad_nombre;anio;mes;fecha_hecho;hora_hecho;tipo_lugar;tipo_lugar_otro;tipo_lugar_ampliado;motivo_origen_registro;motivo_origen_registro_otro;victima_sexo;victima_identidad_genero;victima_identidad_genero_otro;victima_tr_edad;victima_18_anios_o_mas;inculpado_sexo;inculpado_identidad_genero;inculpado_identidad_genero_otro
6;Buenos Aires;10;Vicente López;2017;3;2017-03-31;11:11:11;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
6;Buenos Aires;10;Florencio Varela;2017;3;2017-03-08;11:11:11;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
6;Buenos Aires;10;Florencio Varela;2017;3;2017-03-08;11:11:11;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado
6;Buenos Aires;10;Esteban Echeverría;2017;3;2017-03-15;11:11:11;Sin determinar;No especificado;Sin determinar;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
6;Buenos Aires;10;Esteban Echeverría;2017;3;2017-03-15;11:11:11;Sin determinar;No especificado;Sin determinar;Intervención policial;No especificado;Masculino;Varón;No especificado;15-19;No;No corresponde;No corresponde;No especificado
6;Buenos Aires;10;Almirante Brown;2017;3;2017-03-18;11:11:11;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
6;Buenos Aires;10;Almirante Brown;2017;3;2017-03-18;11:11:11;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado
50;Mendoza;60;Maipú;2018;5;2018-05-03;08:10:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;60;Maipú;2018;5;2018-05-03;08:10:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;45-49;Si;No corresponde;No corresponde;No especificado
50;Mendoza;60;Maipú;2018;5;2018-05-05;07:30:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;60;Maipú;2018;5;2018-05-05;07:30:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
50;Mendoza;50;Las Heras;2018;5;2018-05-06;22:52:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;50;Las Heras;2018;5;2018-05-06;22:52:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
50;Mendoza;100;San Martín;2018;5;2018-05-13;23:05:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado
50;Mendoza;100;San Martín;2018;5;2018-05-13;23:05:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;10;Godoy Cruz;2018;5;2018-05-21;09:01:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Godoy Cruz;2018;5;2018-05-21;09:01:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;90;Luján de Cuyo;2018;5;2018-05-25;15:07:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;90;Luján de Cuyo;2018;5;2018-05-25;15:07:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado
50;Mendoza;90;Luján de Cuyo;2018;5;2018-05-25;15:07:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Godoy Cruz;2018;5;2018-05-25;19:42:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Godoy Cruz;2018;5;2018-05-25;19:42:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;40;Los Corralitos;2018;5;2018-05-28;10:15:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
50;Mendoza;40;Los Corralitos;2018;5;2018-05-28;10:15:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;50;Puente de Hierro;2018;5;2018-05-28;02:46:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
50;Mendoza;50;Puente de Hierro;2018;5;2018-05-28;02:46:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;10;Mendoza;2018;5;2018-05-30;06:27:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;Sin determinar;Sin determinar;No corresponde;No corresponde;No especificado
50;Mendoza;10;Mendoza;2018;5;2018-05-30;06:27:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;10;Godoy Cruz;2018;5;2018-05-31;21:35:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Godoy Cruz;2018;5;2018-05-31;21:35:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
50;Mendoza;50;Las Heras;2018;6;2018-06-01;13:27:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
50;Mendoza;50;Las Heras;2018;6;2018-06-01;13:27:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;10;Godoy Cruz;2018;6;2018-06-03;23:15:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;10;Godoy Cruz;2018;6;2018-06-03;23:15:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;15-19;Si;No corresponde;No corresponde;No especificado
50;Mendoza;20;Guaymallén;2018;6;2018-06-04;20:07:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;20;Guaymallén;2018;6;2018-06-04;20:07:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;45-49;Si;No corresponde;No corresponde;No especificado
50;Mendoza;20;Guaymallén;2018;6;2018-06-03;05:32:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;20;Guaymallén;2018;6;2018-06-03;05:32:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Godoy Cruz;2018;6;2018-06-07;23:27:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Godoy Cruz;2018;6;2018-06-07;23:27:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;20;Guaymallén;2018;6;2018-06-08;06:30:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
50;Mendoza;20;Guaymallén;2018;6;2018-06-08;06:30:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado
50;Mendoza;60;Maipú;2018;6;2018-06-09;18:08:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;60;Maipú;2018;6;2018-06-09;18:08:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Colonia Segovia (Est. Amigorena);2018;6;2018-06-10;20:27:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;10;Colonia Segovia (Est. Amigorena);2018;6;2018-06-10;20:27:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado
50;Mendoza;210;San Rafael;2018;6;2018-06-18;14:17:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;210;San Rafael;2018;6;2018-06-18;14:17:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;45-49;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Godoy Cruz;2018;6;2018-06-28;09:03:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Femenino;Mujer;No especificado
50;Mendoza;10;Godoy Cruz;2018;6;2018-06-28;09:03:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;45-49;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Mendoza;2018;6;2018-06-29;15:30:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;10;Mendoza;2018;6;2018-06-29;15:30:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
58;Neuquén;70;Neuquén;2018;6;2018-06-09;06:09:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
58;Neuquén;70;Neuquén;2018;6;2018-06-09;06:09:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;70-74;Si;No corresponde;No corresponde;No especificado
58;Neuquén;70;Neuquén;2018;6;2018-06-09;06:09:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Femenino;Mujer;No especificado
70;San Juan;10;Villa Ibáñez;2018;6;2018-06-27;15:15:00;Otro lugar;No especificado;Campo/descampado/zona rural;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
70;San Juan;10;Villa Ibáñez;2018;6;2018-06-27;15:15:00;Otro lugar;No especificado;Campo/descampado/zona rural;Intervención policial;No especificado;Femenino;Mujer;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
26;Chubut;40;Trelew;2018;6;2018-06-14;19:20:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
26;Chubut;40;Trelew;2018;6;2018-06-14;19:20:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Femenino;Mujer;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
26;Chubut;40;Trelew;2018;6;2018-06-18;06:11:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado
26;Chubut;40;Trelew;2018;6;2018-06-18;06:11:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
26;Chubut;40;Trelew;2018;6;2018-06-30;15:22:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado
26;Chubut;40;Trelew;2018;6;2018-06-30;15:22:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
70;San Juan;10;Rivadavia;2018;6;2018-06-21;14:30:00;Cárcel o comisaría;No especificado;Cárcel o comisaría;Orden judicial;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado
70;San Juan;10;Rivadavia;2018;6;2018-06-21;14:30:00;Cárcel o comisaría;No especificado;Cárcel o comisaría;Orden judicial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
70;San Juan;10;Chimbas;2018;6;2018-06-18;00:10:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Femenino;Mujer;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
70;San Juan;10;Chimbas;2018;6;2018-06-18;00:10:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
70;San Juan;20;Santa Lucía;2018;6;2018-06-23;13:00:00;Interior de rodados;No especificado;Interior de rodados;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
70;San Juan;20;Santa Lucía;2018;6;2018-06-23;13:00:00;Interior de rodados;No especificado;Interior de rodados;Intervención policial;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado
94;Tierra del Fuego;20;Ushuaia;2018;6;2018-06-04;08:02:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;Masculino;Varón;No especificado;65-69;Si;No corresponde;No corresponde;No especificado
94;Tierra del Fuego;20;Ushuaia;2018;6;2018-06-04;08:02:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Femenino;Mujer;No especificado
50;Mendoza;50;Las Heras;2018;1;2018-01-01;11:50:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
50;Mendoza;50;Las Heras;2018;1;2018-01-01;11:50:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
50;Mendoza;90;Luján de Cuyo;2018;1;2018-01-01;01:44:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;15-19;No;No corresponde;No corresponde;No especificado
50;Mendoza;90;Luján de Cuyo;2018;1;2018-01-01;01:44:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;10;Colonia Segovia (Est. Amigorena);2018;1;2018-01-05;07:47:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;70-74;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Colonia Segovia (Est. Amigorena);2018;1;2018-01-05;07:47:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;110;Uspallata;2018;1;2018-01-15;15:04:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;110;Uspallata;2018;1;2018-01-15;15:04:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
50;Mendoza;110;Uspallata;2018;1;2018-01-16;05:30:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado
50;Mendoza;110;Uspallata;2018;1;2018-01-16;05:30:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Femenino;Mujer;No especificado
50;Mendoza;110;Uspallata;2018;1;2018-01-16;05:30:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;80;Montecaseros;2018;1;2018-01-18;20:26:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado
50;Mendoza;80;Montecaseros;2018;1;2018-01-18;20:26:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;80;Montecaseros;2018;1;2018-01-18;20:26:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Femenino;Mujer;No especificado;60-64;Si;No corresponde;No corresponde;No especificado
50;Mendoza;50;Las Heras;2018;1;2018-01-24;23:10:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
50;Mendoza;50;Las Heras;2018;1;2018-01-24;23:10:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado
50;Mendoza;100;San Martín;2018;1;2018-01-26;03:56:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;100;San Martín;2018;1;2018-01-26;03:56:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Godoy Cruz;2018;1;2018-01-26;23:57:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Godoy Cruz;2018;1;2018-01-26;23:57:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
50;Mendoza;120;Ugarteche;2018;1;2018-01-28;17:09:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Femenino;Mujer;No especificado;35-39;Si;No corresponde;No corresponde;No especificado
50;Mendoza;120;Ugarteche;2018;1;2018-01-28;17:09:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Femenino;Mujer;No especificado
50;Mendoza;10;Godoy Cruz;2018;2;2018-02-03;23:47:00;Interior de rodados;No especificado;Interior de rodados;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
50;Mendoza;10;Godoy Cruz;2018;2;2018-02-03;23:47:00;Interior de rodados;No especificado;Interior de rodados;Denuncia particular;No especificado;Masculino;Varón;No especificado;55-59;Si;No corresponde;No corresponde;No especificado
50;Mendoza;50;Las Heras;2018;2;2018-02-06;02:36:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
50;Mendoza;50;Las Heras;2018;2;2018-02-06;02:36:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Femenino;Mujer;No especificado
50;Mendoza;50;Las Heras;2018;2;2018-02-10;20:09:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;50;Las Heras;2018;2;2018-02-10;20:09:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
50;Mendoza;50;Las Heras;2018;2;2018-02-10;18:00:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
50;Mendoza;50;Las Heras;2018;2;2018-02-10;18:00:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
50;Mendoza;50;Las Heras;2018;2;2018-02-11;08:59:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
50;Mendoza;50;Las Heras;2018;2;2018-02-11;08:59:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
50;Mendoza;50;Las Heras;2018;2;2018-02-11;08:59:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
50;Mendoza;20;Guaymallén;2018;2;2018-02-13;03:23:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Femenino;Mujer;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
50;Mendoza;20;Guaymallén;2018;2;2018-02-13;03:23:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;5-9;No;No corresponde;No corresponde;No especificado
50;Mendoza;20;Guaymallén;2018;2;2018-02-13;03:23:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Femenino;Mujer;No especificado;50-54;Si;No corresponde;No corresponde;No especificado
50;Mendoza;20;Guaymallén;2018;2;2018-02-13;03:23:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;50;Las Heras;2018;2;2018-02-19;22:34:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
50;Mendoza;50;Las Heras;2018;2;2018-02-19;22:34:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Femenino;Mujer;No especificado
50;Mendoza;20;Guaymallén;2018;2;2018-02-23;21:54:00;Comercio;No especificado;Comercio;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Femenino;Mujer;No especificado
50;Mendoza;20;Guaymallén;2018;2;2018-02-23;21:54:00;Comercio;No especificado;Comercio;Denuncia particular;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado
50;Mendoza;20;Guaymallén;2018;2;2018-02-23;21:54:00;Comercio;No especificado;Comercio;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;50;Las Heras;2018;2;2018-02-26;00:58:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
50;Mendoza;50;Las Heras;2018;2;2018-02-26;00:58:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Mendoza;2018;2;2018-02-28;02:22:00;Cárcel o comisaría;No especificado;Cárcel o comisaría;Denuncia particular;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Mendoza;2018;2;2018-02-28;02:22:00;Cárcel o comisaría;No especificado;Cárcel o comisaría;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
50;Mendoza;110;Tres Porteñas;2018;2;2018-02-23;05:00:00;Otro lugar;No especificado;Casa/edificio abandonado/Obra en construcción;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;110;Tres Porteñas;2018;2;2018-02-23;05:00:00;Otro lugar;No especificado;Casa/edificio abandonado/Obra en construcción;Denuncia particular;No especificado;Femenino;Mujer;No especificado;30-34;Si;No corresponde;No corresponde;No especificado
50;Mendoza;90;Luján de Cuyo;2018;2;2018-02-10;00:00:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;90;Luján de Cuyo;2018;2;2018-02-10;00:00:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Femenino;Mujer;No especificado;55-59;Si;No corresponde;No corresponde;No especificado
50;Mendoza;60;Tunuyán;2018;3;2018-03-05;00:12:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
50;Mendoza;60;Tunuyán;2018;3;2018-03-05;00:12:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Femenino;Mujer;No especificado;55-59;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Godoy Cruz;2018;3;2018-03-06;22:19:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado
50;Mendoza;10;Godoy Cruz;2018;3;2018-03-06;22:19:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
50;Mendoza;50;Las Heras;2018;3;2018-03-09;08:30:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Femenino;Mujer;No especificado;40-44;Si;No corresponde;No corresponde;No especificado
