id_hecho,localidad_id,anio,mes,fecha_hecho,hora_hecho,tipo_lugar,tipo_lugar_otro,tipo_lugar_ampliado,motivo_origen_registro,motivo_origen_registro_otro
11535,100.0,2017,1,2017-01-14,22:38:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11536,40.0,2017,1,2017-01-07,10:35:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11537,70.0,2017,1,2017-01-07,16:38:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11538,10.0,2017,1,2017-01-02,22:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11539,70.0,2017,4,2017-04-03,23:55:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11540,30.0,2017,4,2017-04-12,19:00:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11541,40.0,2017,3,2017-03-17,02:20:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11542,10.0,2017,3,2017-03-07,21:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11543,130.0,2017,3,2017-03-11,19:10:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11544,10.0,2017,3,2017-03-12,21:30:00,Otro lugar,No especificado,Campo/descampado/zona rural,Denuncia particular,No especificado
11545,10.0,2017,6,2017-06-08,20:50:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11546,40.0,2017,5,2017-05-13,14:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11547,70.0,2017,2,2017-02-21,02:10:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11548,70.0,2017,5,2017-05-21,21:35:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11567,10.0,2017,4,2017-04-22,10:38:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11568,50.0,2017,1,2017-01-01,07:30:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11569,50.0,2017,1,2017-01-05,12:00:00,Comercio,No especificado,Comercio,Denuncia particular,No especificado
11570,50.0,2017,1,2017-01-05,14:37:00,Cárcel o comisaría,No especificado,Cárcel o comisaría,Denuncia particular,No especificado
11571,220.0,2017,1,2017-01-06,02:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11572,50.0,2017,1,2017-01-08,05:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11573,20.0,2017,1,2017-01-08,06:30:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11574,40.0,2017,1,2017-01-14,06:30:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11575,220.0,2017,1,2017-01-16,11:30:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11576,50.0,2017,1,2017-01-21,08:00:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11577,220.0,2017,1,2017-01-22,07:00:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11578,70.0,2017,1,2017-01-25,01:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11579,20.0,2017,1,2017-01-27,13:45:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11580,200.0,2017,1,2017-01-27,23:45:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11582,220.0,2017,1,2017-01-31,11:30:00,Cárcel o comisaría,No especificado,Cárcel o comisaría,Intervención policial,No especificado
11584,40.0,2017,2,2017-02-24,19:40:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11585,40.0,2017,2,2017-02-07,19:02:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11586,70.0,2017,6,2017-06-21,07:45:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11587,70.0,2017,6,2017-06-16,00:20:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11588,10.0,2017,6,2017-06-12,10:00:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11589,40.0,2017,4,2017-04-29,17:15:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11590,40.0,2017,6,2017-06-18,07:45:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11591,30.0,2017,2,2017-02-07,20:35:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11592,170.0,2017,1,2017-01-09,01:30:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11593,170.0,2017,1,2017-01-21,21:50:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11594,170.0,2017,1,2017-01-24,11:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11595,310.0,2017,1,2017-01-04,19:45:00,Otro lugar,No especificado,Campo/descampado/zona rural,Intervención policial,No especificado
11596,60.0,2017,1,2017-01-15,06:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11597,20.0,2017,1,2017-01-25,14:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11598,50.0,2017,1,2017-01-29,17:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11599,270.0,2017,1,2017-01-02,01:25:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11600,270.0,2017,1,2017-01-02,21:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11601,270.0,2017,1,2017-01-07,18:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11602,310.0,2017,1,2017-01-11,00:10:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11603,270.0,2017,1,2017-01-11,00:30:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11604,270.0,2017,1,2017-01-11,23:19:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11605,270.0,2017,1,2017-01-12,21:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11606,270.0,2017,1,2017-01-15,03:44:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11607,270.0,2017,1,2017-01-16,01:30:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11608,270.0,2017,1,2017-01-12,13:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11609,270.0,2017,1,2017-01-20,02:30:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11610,270.0,2017,1,2017-01-21,19:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11611,270.0,2017,1,2017-01-17,21:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11612,310.0,2017,1,2017-01-22,03:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11613,310.0,2017,1,2017-01-25,22:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11614,270.0,2017,1,2017-01-29,04:25:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11615,270.0,2017,1,2017-01-29,23:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11616,310.0,2017,1,2017-01-06,01:30:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11617,70.0,2017,1,2017-01-03,16:30:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11624,170.0,2017,2,2017-02-03,01:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11625,170.0,2017,2,2017-02-07,21:45:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11626,180.0,2017,2,2017-02-13,23:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11627,170.0,2017,2,2017-02-16,03:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11628,170.0,2017,2,2017-02-26,05:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11629,270.0,2017,2,2017-02-04,20:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11630,270.0,2017,2,2017-02-05,03:55:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11631,270.0,2017,2,2017-02-06,21:30:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11632,270.0,2017,2,2017-02-09,22:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11633,270.0,2017,2,2017-02-15,21:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11634,270.0,2017,2,2017-02-16,05:50:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11635,270.0,2017,2,2017-02-18,21:30:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11636,270.0,2017,2,2017-02-07,23:30:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11637,310.0,2017,2,2017-02-25,18:30:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11638,310.0,2017,2,2017-02-25,14:40:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11639,10.0,2017,2,2017-02-03,21:00:00,Comercio,No especificado,Comercio,Intervención policial,No especificado
11654,170.0,2017,3,2017-03-06,01:15:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11655,170.0,2017,3,2017-03-08,11:00:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11656,170.0,2017,3,2017-03-12,23:30:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11657,170.0,2017,3,2017-03-21,21:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11658,170.0,2017,3,2017-03-26,00:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11659,170.0,2017,3,2017-03-30,15:30:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11660,170.0,2017,3,2017-03-26,19:50:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11661,270.0,2017,3,2017-03-03,16:19:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11662,270.0,2017,3,2017-03-03,22:00:00,Comercio,No especificado,Comercio,Intervención policial,No especificado
11663,270.0,2017,3,2017-03-04,02:40:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11664,310.0,2017,3,2017-03-04,07:10:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11665,270.0,2017,3,2017-03-04,21:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11666,270.0,2017,3,2017-03-07,16:15:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11667,310.0,2017,3,2017-03-09,21:30:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11668,270.0,2017,3,2017-03-10,05:40:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11670,270.0,2017,3,2017-03-17,19:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11671,310.0,2017,3,2017-03-19,03:30:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11672,270.0,2017,3,2017-03-23,20:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11673,270.0,2017,3,2017-03-25,17:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11674,270.0,2017,3,2017-03-26,16:30:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11675,310.0,2017,3,2017-03-12,01:45:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11676,130.0,2017,3,2017-03-17,04:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11677,20.0,2017,3,2017-03-18,02:20:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11678,20.0,2017,3,2017-03-18,15:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11679,80.0,2017,3,2017-03-25,04:50:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11680,130.0,2017,3,2017-03-30,04:30:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11685,230.0,2017,4,2017-04-22,19:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11686,30.0,2017,4,2017-04-06,00:40:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11687,10.0,2017,4,2017-04-14,00:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11688,60.0,2017,4,2017-04-02,07:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11689,220.0,2017,4,2017-04-16,13:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11690,270.0,2017,4,2017-04-01,22:50:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11691,270.0,2017,4,2017-04-03,22:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11692,270.0,2017,4,2017-04-05,19:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11693,270.0,2017,4,2017-04-09,00:30:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11694,160.0,2017,4,2017-04-11,17:50:00,Otro lugar,No especificado,Hotel/Motel/Hospedaje temporario,Intervención policial,No especificado
11695,270.0,2017,4,2017-04-21,19:35:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11696,270.0,2017,4,2017-04-22,22:40:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11697,160.0,2017,4,2017-04-22,09:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11698,310.0,2017,4,2017-04-26,13:10:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11699,270.0,2017,4,2017-04-30,19:20:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11700,170.0,2017,4,2017-04-04,19:30:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11701,180.0,2017,4,2017-04-08,23:25:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11702,180.0,2017,4,2017-04-11,00:05:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11703,180.0,2017,4,2017-04-14,02:30:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11704,170.0,2017,4,2017-04-18,02:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11705,170.0,2017,4,2017-04-21,00:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11706,170.0,2017,4,2017-04-23,03:50:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11707,170.0,2017,4,2017-04-02,06:10:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11708,350.0,2017,4,2017-04-16,06:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11709,200.0,2017,4,2017-04-17,16:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11716,170.0,2017,5,2017-05-11,00:30:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11717,180.0,2017,5,2017-05-12,23:10:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11719,170.0,2017,5,2017-05-14,21:30:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11720,170.0,2017,5,2017-05-14,13:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11721,170.0,2017,5,2017-05-22,00:30:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11722,170.0,2017,5,2017-05-27,06:30:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11723,270.0,2017,5,2017-05-04,22:30:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11724,270.0,2017,5,2017-05-06,21:00:00,Comercio,No especificado,Comercio,Intervención policial,No especificado
11725,270.0,2017,5,2017-05-07,08:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11726,270.0,2017,4,2017-04-16,20:15:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11727,270.0,2017,5,2017-05-14,17:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11728,270.0,2017,5,2017-05-14,22:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11729,310.0,2017,5,2017-05-15,23:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11730,270.0,2017,5,2017-05-16,22:55:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11731,270.0,2017,5,2017-05-17,01:40:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11732,270.0,2017,5,2017-05-09,23:50:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11733,270.0,2017,5,2017-05-23,04:10:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11734,180.0,2017,5,2017-05-02,20:00:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11735,50.0,2017,5,2017-05-07,16:30:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11736,180.0,2017,5,2017-05-28,14:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11747,30.0,2017,1,2017-01-04,02:00:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11748,30.0,2017,1,2017-01-13,23:45:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11749,30.0,2017,1,2017-01-20,20:30:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11750,30.0,2017,1,2017-01-29,04:30:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11751,30.0,2017,1,2017-01-20,01:30:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11752,30.0,2017,1,2017-01-27,01:15:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11753,30.0,2017,2,2017-02-05,08:30:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11754,30.0,2017,2,2017-02-10,23:00:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11755,20.0,2017,2,2017-02-13,02:10:00,Otro lugar,No especificado,Canchas/club,Denuncia particular,No especificado
11756,30.0,2017,2,2017-02-18,00:10:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11757,30.0,2017,2,2017-02-28,08:20:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11758,30.0,2017,3,2017-03-21,23:15:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11759,30.0,2017,4,2017-04-09,00:00:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11760,30.0,2017,4,2017-04-08,18:30:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11761,30.0,2017,5,2017-05-16,18:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11762,30.0,2017,1,2017-01-14,21:51:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11763,70.0,2017,3,2017-03-25,15:40:00,Otro lugar,No especificado,Campo/descampado/zona rural,Denuncia particular,No especificado
11764,30.0,2017,4,2017-04-24,23:50:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11765,60.0,2017,5,2017-05-31,00:05:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11766,20.0,2017,1,2017-01-16,19:50:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11767,20.0,2017,2,2017-02-03,22:20:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11768,20.0,2017,2,2017-02-25,17:40:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11769,20.0,2017,6,2017-06-09,07:29:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11770,70.0,2017,2,2017-02-01,22:30:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11771,50.0,2017,2,2017-02-05,03:30:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11772,50.0,2017,2,2017-02-11,19:23:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11773,50.0,2017,2,2017-02-18,04:30:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11774,50.0,2017,2,2017-02-24,14:28:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11775,40.0,2017,2,2017-02-26,07:20:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11776,50.0,2017,2,2017-02-28,21:30:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11777,220.0,2017,3,2017-03-02,16:45:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11778,40.0,2017,3,2017-03-11,00:50:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11779,10.0,2017,3,2017-03-17,00:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11780,10.0,2017,3,2017-03-18,15:00:00,Otro lugar,No especificado,Establecimiento zona rural,Denuncia particular,No especificado
11781,120.0,2017,3,2017-03-24,19:30:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11782,50.0,2017,3,2017-03-31,06:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11783,40.0,2017,3,2017-03-26,06:50:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11784,110.0,2017,5,2017-05-14,12:15:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11792,220.0,2017,4,2017-04-03,18:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11793,200.0,2017,4,2017-04-07,00:45:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11794,50.0,2017,4,2017-04-23,04:10:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11795,220.0,2017,4,2017-04-23,05:10:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11796,50.0,2017,4,2017-04-23,02:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11797,70.0,2017,4,2017-04-29,16:20:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11798,220.0,2017,4,2017-04-30,05:45:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11799,50.0,2017,4,2017-04-30,20:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11800,50.0,2017,4,2017-04-30,18:30:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11801,40.0,2017,7,2017-07-26,13:30:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11802,40.0,2017,7,2017-07-23,05:21:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11811,30.0,2017,5,2017-05-04,11:15:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11812,70.0,2017,5,2017-05-06,21:30:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11813,110.0,2017,5,2017-05-07,03:10:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11814,50.0,2017,5,2017-05-07,05:40:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11815,50.0,2017,5,2017-05-13,12:27:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11816,50.0,2017,5,2017-05-15,22:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11817,10.0,2017,5,2017-05-16,09:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11818,200.0,2017,5,2017-05-17,03:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11819,50.0,2017,5,2017-05-19,16:55:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11820,60.0,2017,5,2017-05-20,21:50:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11821,50.0,2017,5,2017-05-27,00:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11822,50.0,2017,5,2017-05-05,00:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11823,50.0,2017,6,2017-06-05,18:55:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11824,40.0,2017,6,2017-06-11,22:44:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11825,20.0,2017,6,2017-06-21,00:00:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11826,70.0,2017,6,2017-06-25,05:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11827,60.0,2017,6,2017-06-28,00:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11847,30.0,2017,7,2017-07-29,01:30:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11848,30.0,2017,7,2017-07-01,05:45:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11849,50.0,2017,2,2017-02-24,18:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11878,70.0,2017,7,2017-07-08,15:30:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11879,50.0,2017,7,2017-07-09,16:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11880,50.0,2017,7,2017-07-22,02:50:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11881,70.0,2017,8,2017-08-04,12:47:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11882,70.0,2017,8,2017-08-05,00:00:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11883,50.0,2017,8,2017-08-15,19:30:00,Cárcel o comisaría,No especificado,Cárcel o comisaría,Denuncia particular,No especificado
11884,70.0,2017,8,2017-08-19,04:35:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11885,20.0,2017,4,2017-04-18,02:45:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11886,30.0,2017,2,2017-02-15,22:30:00,Otro lugar,No especificado,Río/canal/arroyo/mar/dique,Intervención policial,No especificado
11888,40.0,2017,9,2017-09-01,01:00:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11892,10.0,2017,1,2017-01-29,07:30:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11893,10.0,2017,2,2017-02-23,20:40:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11894,70.0,2017,2,2017-02-13,15:25:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11895,40.0,2017,5,2017-05-05,11:40:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11896,30.0,2017,8,2017-08-19,04:30:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11897,50.0,2017,8,2017-08-26,11:00:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11898,50.0,2017,8,2017-08-26,14:00:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11899,10.0,2017,7,2017-07-10,00:50:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11900,30.0,2017,4,2017-04-03,13:50:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11901,30.0,2017,7,2017-07-30,16:45:00,Vía pública,No especificado,Vía pública,Denuncia particular,No especificado
11902,20.0,2017,7,2017-07-03,21:18:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11903,30.0,2017,2,2017-02-10,17:20:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
11904,60.0,2017,8,2017-08-27,13:00:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11905,30.0,2017,4,2017-04-18,04:40:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11906,30.0,2017,4,2017-04-16,22:20:00,Vía pública,No especificado,Vía pública,Intervención policial,No especificado
11907,10.0,2017,8,2017-08-30,05:30:00,Domicilio particular,No especificado,Domicilio particular,Denuncia particular,No especificado
11908,40.0,2017,9,2017-09-08,11:00:00,Otro lugar,No especificado,Campo/descampado/zona rural,Denuncia particular,No especificado
11909,100.0,2017,5,2017-05-27,13:30:00,Domicilio particular,No especificado,Domicilio particular,Intervención policial,No especificado
